User,Month,Expense,Income,Savings,SavingsRate,OverspendingIndex,RiskScore
51,2023-10,1692.38,0.0,-1692.38,-1692.38,1692.38,1185.066
52,2021-07,408.35,0.0,-408.35,-408.35,408.35,286.245
52,2021-08,1691.86,0.0,-1691.86,-1691.86,1691.86,1184.702
52,2022-03,169.7,0.0,-169.7,-169.7,169.7,119.19
52,2024-02,1099.9,0.0,-1099.9,-1099.9,1099.9,770.3300000000002
53,2020-09,486.51,0.0,-486.51,-486.51,486.51,340.957
53,2020-10,0.0,946.0,946.0,1.0,0.0,0.0
53,2020-11,580.96,0.0,-580.96,-580.96,580.96,407.072
53,2022-03,333.38,0.0,-333.38,-333.38,333.38,233.76600000000002
53,2023-08,88.42,0.0,-88.42,-88.42,88.42,62.294
54,2020-05,0.0,1385.0,1385.0,1.0,0.0,0.0
54,2020-07,1188.27,0.0,-1188.27,-1188.27,1188.27,832.1890000000001
54,2021-09,387.77,0.0,-387.77,-387.77,387.77,271.839
54,2022-02,1137.72,0.0,-1137.72,-1137.72,1137.72,796.8040000000001
54,2022-06,1357.51,0.0,-1357.51,-1357.51,1357.51,950.6569999999999
54,2023-02,670.15,0.0,-670.15,-670.15,670.15,469.505
54,2023-11,1502.73,0.0,-1502.73,-1502.73,1502.73,1052.3110000000001
55,2020-08,1095.72,0.0,-1095.72,-1095.72,1095.72,767.404
55,2023-10,1705.22,0.0,-1705.22,-1705.22,1705.22,1194.054
57,2023-04,1274.47,0.0,-1274.47,-1274.47,1274.47,892.529
58,2020-01,851.78,0.0,-851.78,-851.78,851.78,596.646
58,2023-02,688.11,0.0,-688.11,-688.11,688.11,482.077
58,2023-04,45.65,0.0,-45.65,-45.65,45.65,32.355
58,2023-05,0.0,2353.0,2353.0,1.0,0.0,0.0
58,2024-06,1257.6,3674.0,2416.4,0.6577027762656505,0.34229722373434945,0.2396080566140446
59,2020-06,123.19,0.0,-123.19,-123.19,123.19,86.63300000000001
59,2021-09,0.0,3509.0,3509.0,1.0,0.0,0.0
60,2020-05,1337.12,0.0,-1337.12,-1337.12,1337.12,936.3839999999999
60,2022-09,1075.91,0.0,-1075.91,-1075.91,1075.91,753.537
60,2023-08,1379.53,0.0,-1379.53,-1379.53,1379.53,966.0709999999999
60,2023-11,1573.63,0.0,-1573.63,-1573.63,1573.63,1101.941
61,2023-01,366.13,0.0,-366.13,-366.13,366.13,256.69100000000003
62,2021-02,1964.95,0.0,-1964.95,-1964.95,1964.95,1375.8650000000002
62,2021-09,1460.53,0.0,-1460.53,-1460.53,1460.53,1022.771
62,2021-11,709.58,0.0,-709.58,-709.58,709.58,497.106
62,2024-10,1512.66,0.0,-1512.66,-1512.66,1512.66,1059.2620000000002
63,2020-06,1729.41,0.0,-1729.41,-1729.41,1729.41,1210.987
63,2021-03,706.73,0.0,-706.73,-706.73,706.73,495.11100000000005
63,2023-12,1894.38,0.0,-1894.38,-1894.38,1894.38,1326.466
63,2024-11,1849.5,0.0,-1849.5,-1849.5,1849.5,1295.0500000000002
64,2020-09,865.28,0.0,-865.28,-865.28,865.28,606.096
65,2020-10,1471.72,0.0,-1471.72,-1471.72,1471.72,1030.604
65,2023-09,1500.43,0.0,-1500.43,-1500.43,1500.43,1050.701
65,2024-12,1157.94,0.0,-1157.94,-1157.94,1157.94,810.9580000000001
66,2021-11,877.0,0.0,-877.0,-877.0,877.0,614.3
66,2023-04,1814.75,0.0,-1814.75,-1814.75,1814.75,1270.725
67,2023-03,0.0,987.0,987.0,1.0,0.0,0.0
67,2023-08,548.17,0.0,-548.17,-548.17,548.17,384.119
67,2024-11,1736.06,0.0,-1736.06,-1736.06,1736.06,1215.642
68,2022-08,1197.85,0.0,-1197.85,-1197.85,1197.85,838.895
68,2022-11,68.09,0.0,-68.09,-68.09,68.09,48.063
69,2022-08,93.71,0.0,-93.71,-93.71,93.71,65.997
69,2024-01,1451.74,0.0,-1451.74,-1451.74,1451.74,1016.6179999999999
69,2024-02,0.0,2533.0,2533.0,1.0,0.0,0.0
69,2024-03,1037.58,0.0,-1037.58,-1037.58,1037.58,726.7059999999999
69,2024-10,0.0,4996.0,4996.0,1.0,0.0,0.0
70,2022-02,0.0,2735.0,2735.0,1.0,0.0,0.0
70,2023-09,872.99,0.0,-872.99,-872.99,872.99,611.4929999999999
71,2020-12,1999.15,0.0,-1999.15,-1999.15,1999.15,1399.805
71,2021-07,1421.9,0.0,-1421.9,-1421.9,1421.9,995.73
72,2020-04,1406.62,0.0,-1406.62,-1406.62,1406.62,985.0339999999999
72,2021-12,0.0,2856.0,2856.0,1.0,0.0,0.0
73,2020-11,1730.57,0.0,-1730.57,-1730.57,1730.57,1211.799
74,2024-03,136.95,0.0,-136.95,-136.95,136.95,96.26499999999999
75,2020-08,465.81,0.0,-465.81,-465.81,465.81,326.467
75,2021-04,1808.91,0.0,-1808.91,-1808.91,1808.91,1266.6370000000002
75,2022-06,1938.15,0.0,-1938.15,-1938.15,1938.15,1357.105
76,2024-04,1813.54,0.0,-1813.54,-1813.54,1813.54,1269.8780000000002
80,2024-05,373.74,0.0,-373.74,-373.74,373.74,262.01800000000003
81,2020-05,1810.63,0.0,-1810.63,-1810.63,1810.63,1267.841
81,2020-10,1642.89,0.0,-1642.89,-1642.89,1642.89,1150.423
81,2021-01,491.06,0.0,-491.06,-491.06,491.06,344.142
81,2024-12,1090.95,0.0,-1090.95,-1090.95,1090.95,764.065
82,2020-10,462.69,0.0,-462.69,-462.69,462.69,324.283
82,2022-04,143.68,0.0,-143.68,-143.68,143.68,100.976
82,2022-09,1350.26,0.0,-1350.26,-1350.26,1350.26,945.582
84,2020-12,1027.24,0.0,-1027.24,-1027.24,1027.24,719.4680000000001
84,2021-11,575.45,0.0,-575.45,-575.45,575.45,403.21500000000003
84,2022-07,607.87,0.0,-607.87,-607.87,607.87,425.909
84,2024-10,320.43,0.0,-320.43,-320.43,320.43,224.70100000000002
85,2024-01,0.0,3657.0,3657.0,1.0,0.0,0.0
86,2021-10,1604.63,0.0,-1604.63,-1604.63,1604.63,1123.641
86,2023-03,682.52,0.0,-682.52,-682.52,682.52,478.164
86,2023-06,631.06,0.0,-631.06,-631.06,631.06,442.14199999999994
86,2023-07,1813.99,0.0,-1813.99,-1813.99,1813.99,1270.1930000000002
86,2024-01,1671.4,0.0,-1671.4,-1671.4,1671.4,1170.38
87,2021-09,0.0,4585.0,4585.0,1.0,0.0,0.0
88,2020-01,836.83,0.0,-836.83,-836.83,836.83,586.181
88,2020-08,0.0,3786.0,3786.0,1.0,0.0,0.0
88,2020-11,1956.19,0.0,-1956.19,-1956.19,1956.19,1369.7330000000002
89,2020-03,1162.57,0.0,-1162.57,-1162.57,1162.57,814.199
89,2020-04,1442.31,0.0,-1442.31,-1442.31,1442.31,1010.0169999999999
89,2020-10,191.74,0.0,-191.74,-191.74,191.74,134.618
89,2024-04,0.0,591.0,591.0,1.0,0.0,0.0
90,2020-08,818.09,0.0,-818.09,-818.09,818.09,573.063
90,2021-01,1343.33,0.0,-1343.33,-1343.33,1343.33,940.731
90,2022-01,0.0,1022.0,1022.0,1.0,0.0,0.0
90,2022-08,0.0,2588.0,2588.0,1.0,0.0,0.0
90,2024-07,0.0,2163.0,2163.0,1.0,0.0,0.0
90,2024-12,0.0,3625.0,3625.0,1.0,0.0,0.0
92,2020-01,1533.97,0.0,-1533.97,-1533.97,1533.97,1074.179
92,2021-07,1010.78,0.0,-1010.78,-1010.78,1010.78,707.9459999999999
92,2023-01,1324.46,0.0,-1324.46,-1324.46,1324.46,927.5220000000002
92,2024-01,1388.94,0.0,-1388.94,-1388.94,1388.94,972.658
93,2020-04,1185.08,0.0,-1185.08,-1185.08,1185.08,829.9559999999999
93,2022-03,240.98,0.0,-240.98,-240.98,240.98,169.086
93,2022-04,0.0,3208.0,3208.0,1.0,0.0,0.0
93,2023-08,0.0,3072.0,3072.0,1.0,0.0,0.0
93,2024-02,1457.58,0.0,-1457.58,-1457.58,1457.58,1020.7059999999999
94,2023-08,698.04,0.0,-698.04,-698.04,698.04,489.02799999999996
94,2024-06,1008.66,0.0,-1008.66,-1008.66,1008.66,706.462
95,2020-04,710.1,0.0,-710.1,-710.1,710.1,497.47
95,2023-10,323.65,0.0,-323.65,-323.65,323.65,226.95499999999998
95,2024-05,630.04,0.0,-630.04,-630.04,630.04,441.428
96,2021-08,1527.59,0.0,-1527.59,-1527.59,1527.59,1069.713
96,2021-09,1221.9,0.0,-1221.9,-1221.9,1221.9,855.73
96,2021-11,1095.49,0.0,-1095.49,-1095.49,1095.49,767.2429999999999
96,2022-02,755.18,0.0,-755.18,-755.18,755.18,529.026
96,2024-07,57.27,0.0,-57.27,-57.27,57.27,40.489000000000004
96,2024-11,0.0,1211.0,1211.0,1.0,0.0,0.0
97,2022-10,1279.51,0.0,-1279.51,-1279.51,1279.51,896.057
97,2023-04,0.0,4124.0,4124.0,1.0,0.0,0.0
98,2022-09,1497.2,0.0,-1497.2,-1497.2,1497.2,1048.44
98,2023-03,1314.25,0.0,-1314.25,-1314.25,1314.25,920.375
99,2021-11,225.61,0.0,-225.61,-225.61,225.61,158.327
99,2022-01,696.49,0.0,-696.49,-696.49,696.49,487.94300000000004
99,2022-07,608.47,0.0,-608.47,-608.47,608.47,426.329
99,2022-11,0.0,597.0,597.0,1.0,0.0,0.0
99,2023-05,1404.44,0.0,-1404.44,-1404.44,1404.44,983.508
99,2023-07,183.18,0.0,-183.18,-183.18,183.18,128.626
99,2023-09,33.17,0.0,-33.17,-33.17,33.17,23.619
99,2023-10,437.89,0.0,-437.89,-437.89,437.89,306.923
100,2020-11,433.13,0.0,-433.13,-433.13,433.13,303.591
100,2024-02,1231.79,0.0,-1231.79,-1231.79,1231.79,862.653
100,2024-06,1654.76,0.0,-1654.76,-1654.76,1654.76,1158.732
101,2021-04,1898.53,0.0,-1898.53,-1898.53,1898.53,1329.371
101,2021-06,698.59,0.0,-698.59,-698.59,698.59,489.413
101,2023-05,0.0,2654.0,2654.0,1.0,0.0,0.0
101,2024-07,1756.73,0.0,-1756.73,-1756.73,1756.73,1230.111
101,2024-10,727.01,0.0,-727.01,-727.01,727.01,509.307
103,2020-02,1485.69,0.0,-1485.69,-1485.69,1485.69,1040.383
103,2020-07,1979.15,0.0,-1979.15,-1979.15,1979.15,1385.805
103,2021-02,252.48,0.0,-252.48,-252.48,252.48,177.136
103,2021-09,0.0,2771.0,2771.0,1.0,0.0,0.0
103,2023-11,1899.4,0.0,-1899.4,-1899.4,1899.4,1329.98
104,2020-03,1742.33,0.0,-1742.33,-1742.33,1742.33,1220.031
104,2020-08,1509.42,0.0,-1509.42,-1509.42,1509.42,1056.9940000000001
104,2021-02,1712.35,0.0,-1712.35,-1712.35,1712.35,1199.045
104,2022-06,886.04,0.0,-886.04,-886.04,886.04,620.6279999999999
104,2022-10,1648.49,0.0,-1648.49,-1648.49,1648.49,1154.343
104,2023-05,0.0,1408.0,1408.0,1.0,0.0,0.0
104,2023-10,315.64,0.0,-315.64,-315.64,315.64,221.348
106,2020-05,1155.84,0.0,-1155.84,-1155.84,1155.84,809.4879999999999
106,2024-09,1436.41,0.0,-1436.41,-1436.41,1436.41,1005.8870000000001
107,2020-02,333.68,0.0,-333.68,-333.68,333.68,233.976
108,2020-07,232.63,0.0,-232.63,-232.63,232.63,163.24099999999999
108,2021-09,1580.56,0.0,-1580.56,-1580.56,1580.56,1106.792
108,2023-09,15.45,0.0,-15.45,-15.45,15.45,11.215
109,2022-03,195.75,0.0,-195.75,-195.75,195.75,137.425
109,2023-05,1043.01,0.0,-1043.01,-1043.01,1043.01,730.5070000000001
110,2022-04,881.95,0.0,-881.95,-881.95,881.95,617.7650000000001
111,2020-01,556.45,0.0,-556.45,-556.45,556.45,389.915
111,2020-10,0.0,4875.0,4875.0,1.0,0.0,0.0
111,2023-09,0.0,3645.0,3645.0,1.0,0.0,0.0
112,2022-08,1845.23,0.0,-1845.23,-1845.23,1845.23,1292.0610000000001
112,2022-12,963.23,0.0,-963.23,-963.23,963.23,674.6610000000001
113,2021-03,0.0,2877.0,2877.0,1.0,0.0,0.0
113,2021-05,337.67,0.0,-337.67,-337.67,337.67,236.769
113,2021-07,1693.41,0.0,-1693.41,-1693.41,1693.41,1185.7870000000003
113,2021-11,1209.22,0.0,-1209.22,-1209.22,1209.22,846.854
113,2022-02,0.0,2520.0,2520.0,1.0,0.0,0.0
113,2022-09,544.24,0.0,-544.24,-544.24,544.24,381.368
114,2023-07,281.54,0.0,-281.54,-281.54,281.54,197.478
114,2024-04,0.0,2036.0,2036.0,1.0,0.0,0.0
115,2022-07,1405.84,0.0,-1405.84,-1405.84,1405.84,984.4879999999999
115,2023-11,1730.61,0.0,-1730.61,-1730.61,1730.61,1211.827
116,2021-11,192.51,0.0,-192.51,-192.51,192.51,135.15699999999998
116,2022-05,687.78,0.0,-687.78,-687.78,687.78,481.846
116,2022-08,699.26,0.0,-699.26,-699.26,699.26,489.88199999999995
116,2023-01,1265.2,0.0,-1265.2,-1265.2,1265.2,886.04
116,2023-06,871.37,0.0,-871.37,-871.37,871.37,610.359
117,2020-09,1827.14,0.0,-1827.14,-1827.14,1827.14,1279.3980000000001
117,2023-03,1328.26,0.0,-1328.26,-1328.26,1328.26,930.182
117,2024-06,255.24,0.0,-255.24,-255.24,255.24,179.068
117,2024-10,1661.67,0.0,-1661.67,-1661.67,1661.67,1163.569
118,2021-09,1604.28,0.0,-1604.28,-1604.28,1604.28,1123.3960000000002
118,2024-11,0.0,1077.0,1077.0,1.0,0.0,0.0
119,2022-07,0.0,3138.0,3138.0,1.0,0.0,0.0
120,2022-04,773.85,0.0,-773.85,-773.85,773.85,542.095
120,2024-11,0.0,4045.0,4045.0,1.0,0.0,0.0
121,2021-10,0.0,3540.0,3540.0,1.0,0.0,0.0
121,2021-11,904.15,0.0,-904.15,-904.15,904.15,633.3050000000001
122,2020-07,1372.38,0.0,-1372.38,-1372.38,1372.38,961.066
122,2024-06,1731.25,0.0,-1731.25,-1731.25,1731.25,1212.275
123,2021-06,1067.02,0.0,-1067.02,-1067.02,1067.02,747.3140000000001
123,2022-02,640.91,0.0,-640.91,-640.91,640.91,449.03700000000003
124,2020-02,1817.74,0.0,-1817.74,-1817.74,1817.74,1272.8180000000002
124,2021-03,1204.82,0.0,-1204.82,-1204.82,1204.82,843.7739999999999
124,2022-11,0.0,3205.0,3205.0,1.0,0.0,0.0
124,2023-05,910.99,0.0,-910.99,-910.99,910.99,638.0930000000001
124,2024-03,951.24,0.0,-951.24,-951.24,951.24,666.268
124,2024-07,0.0,2266.0,2266.0,1.0,0.0,0.0
125,2023-03,19.29,0.0,-19.29,-19.29,19.29,13.902999999999999
126,2022-01,1043.47,0.0,-1043.47,-1043.47,1043.47,730.829
126,2024-08,184.17,0.0,-184.17,-184.17,184.17,129.319
127,2023-08,211.5,0.0,-211.5,-211.5,211.5,148.45
127,2024-02,1033.48,0.0,-1033.48,-1033.48,1033.48,723.836
128,2021-06,0.0,4282.0,4282.0,1.0,0.0,0.0
128,2022-03,1047.02,0.0,-1047.02,-1047.02,1047.02,733.3140000000001
128,2022-04,0.0,2306.0,2306.0,1.0,0.0,0.0
128,2022-08,1458.44,0.0,-1458.44,-1458.44,1458.44,1021.308
128,2022-12,1088.67,0.0,-1088.67,-1088.67,1088.67,762.469
128,2023-09,0.0,740.0,740.0,1.0,0.0,0.0
128,2024-07,0.0,2674.0,2674.0,1.0,0.0,0.0
129,2020-05,495.02,0.0,-495.02,-495.02,495.02,346.914
129,2021-09,1747.27,0.0,-1747.27,-1747.27,1747.27,1223.489
129,2021-11,56.12,0.0,-56.12,-56.12,56.12,39.684
129,2022-01,1052.65,0.0,-1052.65,-1052.65,1052.65,737.2550000000001
129,2022-10,318.69,0.0,-318.69,-318.69,318.69,223.483
129,2024-05,0.0,1871.0,1871.0,1.0,0.0,0.0
129,2024-07,0.0,4900.0,4900.0,1.0,0.0,0.0
130,2020-01,1341.27,0.0,-1341.27,-1341.27,1341.27,939.289
130,2020-12,935.33,0.0,-935.33,-935.33,935.33,655.1310000000001
130,2021-04,1537.89,0.0,-1537.89,-1537.89,1537.89,1076.923
130,2021-08,1628.82,0.0,-1628.82,-1628.82,1628.82,1140.574
130,2022-03,0.0,3186.0,3186.0,1.0,0.0,0.0
130,2023-09,1324.59,0.0,-1324.59,-1324.59,1324.59,927.6129999999999
130,2024-09,169.64,0.0,-169.64,-169.64,169.64,119.148
131,2020-04,1201.9,0.0,-1201.9,-1201.9,1201.9,841.73
131,2020-09,0.0,826.0,826.0,1.0,0.0,0.0
131,2021-05,110.65,1517.0,1406.35,0.9270599868160844,0.07294001318391563,0.051058009228740944
131,2022-12,1614.27,0.0,-1614.27,-1614.27,1614.27,1130.3890000000001
132,2020-03,0.0,3071.0,3071.0,1.0,0.0,0.0
132,2020-08,1081.06,0.0,-1081.06,-1081.06,1081.06,757.142
132,2021-11,67.62,0.0,-67.62,-67.62,67.62,47.73400000000001
134,2020-01,1557.81,0.0,-1557.81,-1557.81,1557.81,1090.867
134,2021-06,1982.06,0.0,-1982.06,-1982.06,1982.06,1387.842
135,2020-10,1562.43,0.0,-1562.43,-1562.43,1562.43,1094.101
135,2021-11,518.1,0.0,-518.1,-518.1,518.1,363.07000000000005
135,2022-08,1135.64,0.0,-1135.64,-1135.64,1135.64,795.3480000000001
135,2023-01,555.22,0.0,-555.22,-555.22,555.22,389.05400000000003
136,2020-05,389.31,0.0,-389.31,-389.31,389.31,272.91700000000003
136,2020-11,1676.58,0.0,-1676.58,-1676.58,1676.58,1174.0059999999999
136,2022-05,457.44,0.0,-457.44,-457.44,457.44,320.608
137,2021-08,1233.47,0.0,-1233.47,-1233.47,1233.47,863.829
